"1128","Цвет нации","Документальный фильм о С. М. Прокудине-Горском, русском фотографе, который зафиксировал в цвете несколько тысяч объектов Российской империи. Фильм посвящен его 150-летию, но даже в большей степени — столетию 1913 года. Это возможность сегодняшними глазами взглянуть на ту страну, которая была и которой нет.</span>","Биографии"
"1129","Цвет нации","Документальный фильм о С. М. Прокудине-Горском, русском фотографе, который зафиксировал в цвете несколько тысяч объектов Российской империи. Фильм посвящен его 150-летию, но даже в большей степени — столетию 1913 года. Это возможность сегодняшними глазами взглянуть на ту страну, которая была и которой нет.</span>","Историческое кино"
"1130","Императрица Ки","Главная героиня по фильму – красавица. На самом деле, судя по сохранившимся портретам, ее внешность далека от идеала, даже по восточным меркам. Второе имя императрицы Ки – Олджэй хутуг (на корейском языке звучит как Ци Хванг Ху). Императрица Ки (год рождения неизвестен, пропала без вести в 1370) – законная супруга Тогоонтемера, последнего монгольского властителя империи Юань и мать его сына, Билэгт хаан Аюршридар (в будущем – Великого хана Монгольской Империи).Действие телесериала происходит в XIV веке в Монгольской империи Юань, когда к власти представитель династии Тогон Тэмур. Простая девушка из Корё (государства на территории сегодняшней Кореи) становится вначале рабыней короля, а затем супругой императора и императрицей в монгольской империи Юань. Как и положено, в дораме присутствует любовный треугольник: красавица-простолюдинка, взрослый мужчина – король, и юноша – наследник трона Юань.Судьба вертит героями, противопоставляя силе, чести и любви – то незыблемость законов государства, то происки подлых людишек, то надобность следовать отеческому долгу. Все ужасы военных событий, пыток и прочих кошмаров средневековых кошмаров остаются за кадром. Но у жанра дорама свои законы. Основной лейтмотив всего телесериала звучит как «Только выживи!». Твердо, страшно, честно. Герои «Императрицы Ки» пронзительны, сильны и свято преданы отчизне.Где трое, там любовный треугольник, и влюбленные мужчины должны бороться за сердце красавицы. Однако до последней серии доживет лишь один из правителей. Дораму можно условно разделить на 2 части. Первая половина – экшн, приключения, погони, сражения. Вторая – политика, интриги, заговоры, тайны, коварство.Мелодрама, где интересно следить за судьбами героев, историческими событиями, костюмированными съемками с закрученной сюжетной линией и красивой любовью. Сериал позволяет окунуться в завораживающий и не похожий на европейский уклад средневековья с тонкими восточными традициями. Это кино с хорошей игрой актеров, с интересно поставленными сценами сражений, другими интересными моментами, и находками телесериала.Причины посмотреть▪ Наибольший рейтинг сериала по версии Seoul National Capital Area получила последняя, 51 серия – 33,9%. Наименьший – первая, 12,3%.▪ «Императрица» смотрится легко, любители жанра и, те, кто «закипает» от затяжных азиатских телесериалов, оценят это кино.▪ Телесериал вызывает эмоции, костюмы красивые и постоянно меняются, созданы в деталях, совпадают с теми, что носили в 14 веке, и атмосфера завораживающая.▪ Используются воинские навыки, способность играть на странном для европейцев музыкальном инструменте кангыле и обаяние Чу Чжин Мо, в которого нельзя не влюбиться.▪ Грамотный выбор возраста актеров сериала: Чу Чжин Мо, старая гвардия, и Чжи Чан Ук, молодое поколение, – организует всю дораму в правильном ключе, фильм смотрится достоверно.","Драмы"
"1131","Императрица Ки","Главная героиня по фильму – красавица. На самом деле, судя по сохранившимся портретам, ее внешность далека от идеала, даже по восточным меркам. Второе имя императрицы Ки – Олджэй хутуг (на корейском языке звучит как Ци Хванг Ху). Императрица Ки (год рождения неизвестен, пропала без вести в 1370) – законная супруга Тогоонтемера, последнего монгольского властителя империи Юань и мать его сына, Билэгт хаан Аюршридар (в будущем – Великого хана Монгольской Империи).Действие телесериала происходит в XIV веке в Монгольской империи Юань, когда к власти представитель династии Тогон Тэмур. Простая девушка из Корё (государства на территории сегодняшней Кореи) становится вначале рабыней короля, а затем супругой императора и императрицей в монгольской империи Юань. Как и положено, в дораме присутствует любовный треугольник: красавица-простолюдинка, взрослый мужчина – король, и юноша – наследник трона Юань.Судьба вертит героями, противопоставляя силе, чести и любви – то незыблемость законов государства, то происки подлых людишек, то надобность следовать отеческому долгу. Все ужасы военных событий, пыток и прочих кошмаров средневековых кошмаров остаются за кадром. Но у жанра дорама свои законы. Основной лейтмотив всего телесериала звучит как «Только выживи!». Твердо, страшно, честно. Герои «Императрицы Ки» пронзительны, сильны и свято преданы отчизне.Где трое, там любовный треугольник, и влюбленные мужчины должны бороться за сердце красавицы. Однако до последней серии доживет лишь один из правителей. Дораму можно условно разделить на 2 части. Первая половина – экшн, приключения, погони, сражения. Вторая – политика, интриги, заговоры, тайны, коварство.Мелодрама, где интересно следить за судьбами героев, историческими событиями, костюмированными съемками с закрученной сюжетной линией и красивой любовью. Сериал позволяет окунуться в завораживающий и не похожий на европейский уклад средневековья с тонкими восточными традициями. Это кино с хорошей игрой актеров, с интересно поставленными сценами сражений, другими интересными моментами, и находками телесериала.Причины посмотреть▪ Наибольший рейтинг сериала по версии Seoul National Capital Area получила последняя, 51 серия – 33,9%. Наименьший – первая, 12,3%.▪ «Императрица» смотрится легко, любители жанра и, те, кто «закипает» от затяжных азиатских телесериалов, оценят это кино.▪ Телесериал вызывает эмоции, костюмы красивые и постоянно меняются, созданы в деталях, совпадают с теми, что носили в 14 веке, и атмосфера завораживающая.▪ Используются воинские навыки, способность играть на странном для европейцев музыкальном инструменте кангыле и обаяние Чу Чжин Мо, в которого нельзя не влюбиться.▪ Грамотный выбор возраста актеров сериала: Чу Чжин Мо, старая гвардия, и Чжи Чан Ук, молодое поколение, – организует всю дораму в правильном ключе, фильм смотрится достоверно.","Мелодрамы"
"1132","Императрица Ки","Главная героиня по фильму – красавица. На самом деле, судя по сохранившимся портретам, ее внешность далека от идеала, даже по восточным меркам. Второе имя императрицы Ки – Олджэй хутуг (на корейском языке звучит как Ци Хванг Ху). Императрица Ки (год рождения неизвестен, пропала без вести в 1370) – законная супруга Тогоонтемера, последнего монгольского властителя империи Юань и мать его сына, Билэгт хаан Аюршридар (в будущем – Великого хана Монгольской Империи).Действие телесериала происходит в XIV веке в Монгольской империи Юань, когда к власти представитель династии Тогон Тэмур. Простая девушка из Корё (государства на территории сегодняшней Кореи) становится вначале рабыней короля, а затем супругой императора и императрицей в монгольской империи Юань. Как и положено, в дораме присутствует любовный треугольник: красавица-простолюдинка, взрослый мужчина – король, и юноша – наследник трона Юань.Судьба вертит героями, противопоставляя силе, чести и любви – то незыблемость законов государства, то происки подлых людишек, то надобность следовать отеческому долгу. Все ужасы военных событий, пыток и прочих кошмаров средневековых кошмаров остаются за кадром. Но у жанра дорама свои законы. Основной лейтмотив всего телесериала звучит как «Только выживи!». Твердо, страшно, честно. Герои «Императрицы Ки» пронзительны, сильны и свято преданы отчизне.Где трое, там любовный треугольник, и влюбленные мужчины должны бороться за сердце красавицы. Однако до последней серии доживет лишь один из правителей. Дораму можно условно разделить на 2 части. Первая половина – экшн, приключения, погони, сражения. Вторая – политика, интриги, заговоры, тайны, коварство.Мелодрама, где интересно следить за судьбами героев, историческими событиями, костюмированными съемками с закрученной сюжетной линией и красивой любовью. Сериал позволяет окунуться в завораживающий и не похожий на европейский уклад средневековья с тонкими восточными традициями. Это кино с хорошей игрой актеров, с интересно поставленными сценами сражений, другими интересными моментами, и находками телесериала.Причины посмотреть▪ Наибольший рейтинг сериала по версии Seoul National Capital Area получила последняя, 51 серия – 33,9%. Наименьший – первая, 12,3%.▪ «Императрица» смотрится легко, любители жанра и, те, кто «закипает» от затяжных азиатских телесериалов, оценят это кино.▪ Телесериал вызывает эмоции, костюмы красивые и постоянно меняются, созданы в деталях, совпадают с теми, что носили в 14 веке, и атмосфера завораживающая.▪ Используются воинские навыки, способность играть на странном для европейцев музыкальном инструменте кангыле и обаяние Чу Чжин Мо, в которого нельзя не влюбиться.▪ Грамотный выбор возраста актеров сериала: Чу Чжин Мо, старая гвардия, и Чжи Чан Ук, молодое поколение, – организует всю дораму в правильном ключе, фильм смотрится достоверно.","Историческое кино"
"1133","Императрица Ки","Главная героиня по фильму – красавица. На самом деле, судя по сохранившимся портретам, ее внешность далека от идеала, даже по восточным меркам. Второе имя императрицы Ки – Олджэй хутуг (на корейском языке звучит как Ци Хванг Ху). Императрица Ки (год рождения неизвестен, пропала без вести в 1370) – законная супруга Тогоонтемера, последнего монгольского властителя империи Юань и мать его сына, Билэгт хаан Аюршридар (в будущем – Великого хана Монгольской Империи).Действие телесериала происходит в XIV веке в Монгольской империи Юань, когда к власти представитель династии Тогон Тэмур. Простая девушка из Корё (государства на территории сегодняшней Кореи) становится вначале рабыней короля, а затем супругой императора и императрицей в монгольской империи Юань. Как и положено, в дораме присутствует любовный треугольник: красавица-простолюдинка, взрослый мужчина – король, и юноша – наследник трона Юань.Судьба вертит героями, противопоставляя силе, чести и любви – то незыблемость законов государства, то происки подлых людишек, то надобность следовать отеческому долгу. Все ужасы военных событий, пыток и прочих кошмаров средневековых кошмаров остаются за кадром. Но у жанра дорама свои законы. Основной лейтмотив всего телесериала звучит как «Только выживи!». Твердо, страшно, честно. Герои «Императрицы Ки» пронзительны, сильны и свято преданы отчизне.Где трое, там любовный треугольник, и влюбленные мужчины должны бороться за сердце красавицы. Однако до последней серии доживет лишь один из правителей. Дораму можно условно разделить на 2 части. Первая половина – экшн, приключения, погони, сражения. Вторая – политика, интриги, заговоры, тайны, коварство.Мелодрама, где интересно следить за судьбами героев, историческими событиями, костюмированными съемками с закрученной сюжетной линией и красивой любовью. Сериал позволяет окунуться в завораживающий и не похожий на европейский уклад средневековья с тонкими восточными традициями. Это кино с хорошей игрой актеров, с интересно поставленными сценами сражений, другими интересными моментами, и находками телесериала.Причины посмотреть▪ Наибольший рейтинг сериала по версии Seoul National Capital Area получила последняя, 51 серия – 33,9%. Наименьший – первая, 12,3%.▪ «Императрица» смотрится легко, любители жанра и, те, кто «закипает» от затяжных азиатских телесериалов, оценят это кино.▪ Телесериал вызывает эмоции, костюмы красивые и постоянно меняются, созданы в деталях, совпадают с теми, что носили в 14 веке, и атмосфера завораживающая.▪ Используются воинские навыки, способность играть на странном для европейцев музыкальном инструменте кангыле и обаяние Чу Чжин Мо, в которого нельзя не влюбиться.▪ Грамотный выбор возраста актеров сериала: Чу Чжин Мо, старая гвардия, и Чжи Чан Ук, молодое поколение, – организует всю дораму в правильном ключе, фильм смотрится достоверно.","Биографии"
"1134","Игры разума","Всегда ли реальность так очевидна, как это может показаться? Судьба Джона Форбса Нэша-младшего (Рассел Кроу) делает крутые виражи. Гениальный математик получает блестящее образование. Он полностью погружён в работу и добивается отличных результатов в области теории игр. В университете учёный знакомится с очаровательной Алисией (Дженнифер Коннелли), которая вскоре становится его супругой. Его высоко ценят коллеги.Однажды к Нэшу на работу приходит мужчина, который представляется Парчером (Эд Харрис). Он предлагает талантливому математику сотрудничать с ЦРУ, чтобы выявить врагов США. Нэш соглашается.Однако он начинает анализировать информацию и делает шокирующее открытие: племянница его лучшего друга, девочка Марси совсем не повзрослела! Всё рушится в один миг. Неужели вся жизнь гения оказалась миражом, который создал его разум?","Драмы"
"1135","Игры разума","Всегда ли реальность так очевидна, как это может показаться? Судьба Джона Форбса Нэша-младшего (Рассел Кроу) делает крутые виражи. Гениальный математик получает блестящее образование. Он полностью погружён в работу и добивается отличных результатов в области теории игр. В университете учёный знакомится с очаровательной Алисией (Дженнифер Коннелли), которая вскоре становится его супругой. Его высоко ценят коллеги.Однажды к Нэшу на работу приходит мужчина, который представляется Парчером (Эд Харрис). Он предлагает талантливому математику сотрудничать с ЦРУ, чтобы выявить врагов США. Нэш соглашается.Однако он начинает анализировать информацию и делает шокирующее открытие: племянница его лучшего друга, девочка Марси совсем не повзрослела! Всё рушится в один миг. Неужели вся жизнь гения оказалась миражом, который создал его разум?","Биографии"
"1136","Поймай меня, если сможешь","15-летний Фрэнк Эбегнейл явно не из робких. Поступив в новую школу, подросток выдает себя за подмененного учителя французского языка и целую неделю ведет уроки у других учеников. В конце концов розыгрыш, конечно же, вскрылся, но даже в кабинете директора Фрэнк не испытывает чувства вины за содеянное — неприкрытая ухмылка отца вселяет храбрости.В день рождения Фрэнка Эбегнейл старший вручает сыну чековую книжку и тот, в каком-то смысле, вступает во взрослую жизнь. Впрочем, со временем семейная идиллия рушится. Родители подростка разводятся и ставят сына перед сложным выбором, с кем он останется жить — с отцом или матерью. Фрэнк сбегает из дома и тут-то начинается мошенническая жизнь подростка, оставшегося без крова и единого цента в кармане. Фрэнк начинает подделывать банковские чеки, однако главное «оружие» подростка — неподдельная харизма и длинный язык, которым Эбегнейл может заговорить даже агентов ФБР, чего уж там каких-то банкирских клерков.Спустя какое-то время ФБР засекает Эбегнейла и нападает на след мошенника, а за дело берется Карл Хэнрэтти (Том Хэнкс) — спокойный и последовательный детектив, который пытается составить портрет преступника. Тем временем Фрэнк устраивается работать летчиком авиакомпании Pan American, при этом не имея и малейшего понятия, как устроена пилотная деятельность. Эбегнейл подделывает удостоверение, заказывает костюм летчика Pan American и катается по всему миру, просто отсиживаясь в кабине пилота в качестве запасного члена экипажа. А в свободное время: тратит миллионы на девушек, вечеринки и дорогие подарки отцу, который все это время свято верит, что сын чего-то добился в жизни и зарабатывает на жизнь честным способом.Обналичивая чеки в разных уголках мира, Эбегнейлу с легкостью удается наводить агентов ФБР на ложные следы.  Впрочем, Карл Хэнрэтти идет по пятам: детектив старается всегда думать наперед и в один момент даже лично встречается с Фрэнком. Тот, конечно же, вновь проворачивает свои трюки: притворяется агентом Секретной службы под именем Барри Аллен (да-да, тем самым настоящим именем супергероя Флеша из серии комиксов DC) и убегает от преследователя. И эта игра в «кошки-мышки» длится на протяжение всех двух с половиной часов фильма.Причины посмотреть▪ Одна из самых выдающихся ролей молодого Леонардо Ди Каприо.▪ Захватывающая история жизни реально существующего мошенника Фрэнка Эбегнейла, который лично участвовал в производстве фильма и его исторической точности.▪ Интригующая игра в «кошки-мышки» между двумя талантливейшими актерами: Леонардо Ди Каприо и Томом Хэнксом, запечатленная легендарным режиссером Стивеном Спилбергом.","Драмы"
"1137","Поймай меня, если сможешь","15-летний Фрэнк Эбегнейл явно не из робких. Поступив в новую школу, подросток выдает себя за подмененного учителя французского языка и целую неделю ведет уроки у других учеников. В конце концов розыгрыш, конечно же, вскрылся, но даже в кабинете директора Фрэнк не испытывает чувства вины за содеянное — неприкрытая ухмылка отца вселяет храбрости.В день рождения Фрэнка Эбегнейл старший вручает сыну чековую книжку и тот, в каком-то смысле, вступает во взрослую жизнь. Впрочем, со временем семейная идиллия рушится. Родители подростка разводятся и ставят сына перед сложным выбором, с кем он останется жить — с отцом или матерью. Фрэнк сбегает из дома и тут-то начинается мошенническая жизнь подростка, оставшегося без крова и единого цента в кармане. Фрэнк начинает подделывать банковские чеки, однако главное «оружие» подростка — неподдельная харизма и длинный язык, которым Эбегнейл может заговорить даже агентов ФБР, чего уж там каких-то банкирских клерков.Спустя какое-то время ФБР засекает Эбегнейла и нападает на след мошенника, а за дело берется Карл Хэнрэтти (Том Хэнкс) — спокойный и последовательный детектив, который пытается составить портрет преступника. Тем временем Фрэнк устраивается работать летчиком авиакомпании Pan American, при этом не имея и малейшего понятия, как устроена пилотная деятельность. Эбегнейл подделывает удостоверение, заказывает костюм летчика Pan American и катается по всему миру, просто отсиживаясь в кабине пилота в качестве запасного члена экипажа. А в свободное время: тратит миллионы на девушек, вечеринки и дорогие подарки отцу, который все это время свято верит, что сын чего-то добился в жизни и зарабатывает на жизнь честным способом.Обналичивая чеки в разных уголках мира, Эбегнейлу с легкостью удается наводить агентов ФБР на ложные следы.  Впрочем, Карл Хэнрэтти идет по пятам: детектив старается всегда думать наперед и в один момент даже лично встречается с Фрэнком. Тот, конечно же, вновь проворачивает свои трюки: притворяется агентом Секретной службы под именем Барри Аллен (да-да, тем самым настоящим именем супергероя Флеша из серии комиксов DC) и убегает от преследователя. И эта игра в «кошки-мышки» длится на протяжение всех двух с половиной часов фильма.Причины посмотреть▪ Одна из самых выдающихся ролей молодого Леонардо Ди Каприо.▪ Захватывающая история жизни реально существующего мошенника Фрэнка Эбегнейла, который лично участвовал в производстве фильма и его исторической точности.▪ Интригующая игра в «кошки-мышки» между двумя талантливейшими актерами: Леонардо Ди Каприо и Томом Хэнксом, запечатленная легендарным режиссером Стивеном Спилбергом.","Биографии"
"1138","Поймай меня, если сможешь","15-летний Фрэнк Эбегнейл явно не из робких. Поступив в новую школу, подросток выдает себя за подмененного учителя французского языка и целую неделю ведет уроки у других учеников. В конце концов розыгрыш, конечно же, вскрылся, но даже в кабинете директора Фрэнк не испытывает чувства вины за содеянное — неприкрытая ухмылка отца вселяет храбрости.В день рождения Фрэнка Эбегнейл старший вручает сыну чековую книжку и тот, в каком-то смысле, вступает во взрослую жизнь. Впрочем, со временем семейная идиллия рушится. Родители подростка разводятся и ставят сына перед сложным выбором, с кем он останется жить — с отцом или матерью. Фрэнк сбегает из дома и тут-то начинается мошенническая жизнь подростка, оставшегося без крова и единого цента в кармане. Фрэнк начинает подделывать банковские чеки, однако главное «оружие» подростка — неподдельная харизма и длинный язык, которым Эбегнейл может заговорить даже агентов ФБР, чего уж там каких-то банкирских клерков.Спустя какое-то время ФБР засекает Эбегнейла и нападает на след мошенника, а за дело берется Карл Хэнрэтти (Том Хэнкс) — спокойный и последовательный детектив, который пытается составить портрет преступника. Тем временем Фрэнк устраивается работать летчиком авиакомпании Pan American, при этом не имея и малейшего понятия, как устроена пилотная деятельность. Эбегнейл подделывает удостоверение, заказывает костюм летчика Pan American и катается по всему миру, просто отсиживаясь в кабине пилота в качестве запасного члена экипажа. А в свободное время: тратит миллионы на девушек, вечеринки и дорогие подарки отцу, который все это время свято верит, что сын чего-то добился в жизни и зарабатывает на жизнь честным способом.Обналичивая чеки в разных уголках мира, Эбегнейлу с легкостью удается наводить агентов ФБР на ложные следы.  Впрочем, Карл Хэнрэтти идет по пятам: детектив старается всегда думать наперед и в один момент даже лично встречается с Фрэнком. Тот, конечно же, вновь проворачивает свои трюки: притворяется агентом Секретной службы под именем Барри Аллен (да-да, тем самым настоящим именем супергероя Флеша из серии комиксов DC) и убегает от преследователя. И эта игра в «кошки-мышки» длится на протяжение всех двух с половиной часов фильма.Причины посмотреть▪ Одна из самых выдающихся ролей молодого Леонардо Ди Каприо.▪ Захватывающая история жизни реально существующего мошенника Фрэнка Эбегнейла, который лично участвовал в производстве фильма и его исторической точности.▪ Интригующая игра в «кошки-мышки» между двумя талантливейшими актерами: Леонардо Ди Каприо и Томом Хэнксом, запечатленная легендарным режиссером Стивеном Спилбергом.","Криминальное кино"
"1139","Пробуждение","Уже немолодого, скромного врача по имени Малкольм Сэйер (Робин Уильямс) переводят в новую больницу для исследовательской практики. В этой больнице содержатся больные редким заболеванием. Эти люди выжили после эпидемии летаргического энцефалита и уже несколько десятилетий находятся в состоянии обездвиженности и отсутствия любых реакций на внешний мир. Сэйер берется за сложную задачу разработать лекарство, которое смогло бы помочь несчастным. Ему это удается: изобретенный препарат психиатр тестирует на одном из пациентов, Леонарде Лоу (Роберт Де Ниро), и препарат удивительном образом приводит Лоу в чувство. Но Леонарду невероятно сложно вписаться в окружающую его реальность, потому что он заболел в раннем детстве и провел в оцепеневшем состоянии около тридцати лет. Затем Сэйер помогает и другим пациентам, все они понемногу возвращаются к жизни. Но никто, в том числе и Сэйер, не подозревает, что случится с только что излечившимися больными в скором времени.Причины посмотреть▪ Фильм основан на реальных событиях из жизни невропатолога Оливера Сакса, которые он описывает в своих мемуарах. Эпидемия так называемого летаргического энцефалита также абсолютно реальна и имела место в 1917-1928 годах.▪ Фильм получил три номинации на премию «Оскар» в категориях «Лучший фильм», «Лучшая мужская роль» (Роберт Де Ниро) и «Лучший адаптированный сценарий». Также у фильма есть номинации на премии «Грэмми» и «Золотой глобус» и премия Национального совета кинокритиков США.▪ Фильм входит в первые 50 лучших фильмов из топ-250 лучших фильмов планеты по версии портала «Кинопоиск».","Драмы"
"1140","Пробуждение","Уже немолодого, скромного врача по имени Малкольм Сэйер (Робин Уильямс) переводят в новую больницу для исследовательской практики. В этой больнице содержатся больные редким заболеванием. Эти люди выжили после эпидемии летаргического энцефалита и уже несколько десятилетий находятся в состоянии обездвиженности и отсутствия любых реакций на внешний мир. Сэйер берется за сложную задачу разработать лекарство, которое смогло бы помочь несчастным. Ему это удается: изобретенный препарат психиатр тестирует на одном из пациентов, Леонарде Лоу (Роберт Де Ниро), и препарат удивительном образом приводит Лоу в чувство. Но Леонарду невероятно сложно вписаться в окружающую его реальность, потому что он заболел в раннем детстве и провел в оцепеневшем состоянии около тридцати лет. Затем Сэйер помогает и другим пациентам, все они понемногу возвращаются к жизни. Но никто, в том числе и Сэйер, не подозревает, что случится с только что излечившимися больными в скором времени.Причины посмотреть▪ Фильм основан на реальных событиях из жизни невропатолога Оливера Сакса, которые он описывает в своих мемуарах. Эпидемия так называемого летаргического энцефалита также абсолютно реальна и имела место в 1917-1928 годах.▪ Фильм получил три номинации на премию «Оскар» в категориях «Лучший фильм», «Лучшая мужская роль» (Роберт Де Ниро) и «Лучший адаптированный сценарий». Также у фильма есть номинации на премии «Грэмми» и «Золотой глобус» и премия Национального совета кинокритиков США.▪ Фильм входит в первые 50 лучших фильмов из топ-250 лучших фильмов планеты по версии портала «Кинопоиск».","Биографии"
